Physiography,Sitecover,Siteno,Site name,Incdate,Recdate,MAT,MAP,AET,Percloss
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,7.84
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,6.65
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,5.58
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,6
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,12.02
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,5.55
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,6.9
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,6.34
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,5.94
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,4.18
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,6.12
Scandinavian-NW-continental,Scots pine,1,Kevo,6/14/86,6/13/87,-1.7,420,350,7.46
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,37.62
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,36.44
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,28.9
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,39.86
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,38.81
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,31.86
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,48.4
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,26.54
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,29.31
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,31.71
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,36.68
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,33.43
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,34.41
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,42.86
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,31.59
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,41.41
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,29.87
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,39.06
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,32.16
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,35.85
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,33.19
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,27.86
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,41.23
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,25.55
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,40.56
Scandinavian-NW-continental,Scots pine,9,Malilla,11/9/86,11/5/87,6.2,670,495,23.72
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,16.88
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,17.02
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,16.27
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,15.09
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,22.87
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,24.44
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,18.45
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,13.46
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,18.87
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,15.56
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,17.19
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,17.43
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,17.49
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,18.55
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,20.08
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,18.07
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,15.63
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,21.69
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,17.98
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,26.06
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,24.44
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,15.05
Scandinavian-NW-continental,Scots pine,3 1,Manjarv,6/11/87,6/13/88,1,700,385,16.54
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,42.21
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,43.84
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,31.44
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,46.81
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,49.17
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,46.89
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,41.83
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,47.05
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,49.61
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,41.48
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,50.9
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,46.71
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,52.82
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,31.89
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,38.41
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,49.78
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,48.75
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,47.31
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,36.74
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,46.2
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,41.76
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,44.96
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,45.09
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,42.02
Scandinavian-NW-continental,Scots pine,10 1,Mastocka,5/12/87,5/10/88,6.8,1070,519,42.04
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,37.41
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,37.68
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,36.89
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,38.62
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,41.35
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,45.98
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,55.07
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,41
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,44.58
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,42.06
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,46.06
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,42.85
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,40.03
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,47.61
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,37.23
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,35.69
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,30.5
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,43.66
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,32.57
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,46.4
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,44.77
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,49.15
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,52.59
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,35.35
Scandinavian-NW-continental,Scots pine,8,Nennesmo,11/3/87,11/12/88,6.2,930,509,29.57
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,39.08
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,25.05
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,15.93
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,41.87
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,57.31
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,43.61
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,42.33
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,44.05
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,44.65
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,41.85
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,43.98
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,35.31
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,38.42
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,43.33
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,30.26
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,59.95
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,36.24
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,37.69
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,35.48
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,46.71
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,41.83
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,29.69
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,48.68
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,30.09
Scandinavian-NW-continental,Scots pine,12,Vomb,5/7/85,5/10/86,7,770,525,35.68
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,51.54
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,40.08
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,43.42
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,38.35
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,39.15
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,46.34
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,43.61
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,34.72
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,36.2
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,29.5
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,37.85
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,29.09
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,38.27
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,45.66
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,37.95
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,43.76
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,46.43
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,49.81
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,42.36
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,36.2
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,47.81
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,41.38
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,35.3
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,47.21
Scandinavian-NW-continental,Scots pine,303,Bois de la Cammenderie,11/21/88,11/20/89,11,677,610,45.38
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,24.75
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,25.46
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,25.8
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,25.78
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,17.03
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,19.76
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,24.83
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,24.73
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,21.71
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,24.1
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,27.51
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,17.44
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,25.05
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,30.01
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,25.92
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,22.43
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,28.59
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,23.86
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,26.3
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,20.39
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,22.38
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,26.36
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,27.05
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,24.7
Scandinavian-NW-continental,Scots pine,26,Grano,6/12/88,6/12/89,1.5,527,412,23.21
Scandinavian-NW-continental,Scots pine,320,Ilomansti,10/31/89,10/15/90,2,600,440,34.97
Scandinavian-NW-continental,Scots pine,320,Ilomansti,10/31/89,10/15/90,2,600,440,25.3
